#OTU_ID	SAKR1	SAKR2
OTU_56370	0	0
OTU_70530	0	0
OTU_20247	0	0
OTU_76536	0	0
OTU_90050	0	0
OTU_49915	0	0
OTU_36163	0	0
OTU_65060	0	0
OTU_34128	0	0
OTU_96931	0	0
OTU_72991	0	0
OTU_51401	0	0
OTU_34116	0	0
OTU_13665	0	0
OTU_67651	0	0
OTU_17745	0	0
OTU_29111	0	0
OTU_74428	0	0
OTU_23497	0	0
OTU_35438	0	0
OTU_20892	0	0
OTU_6611	0	0
OTU_54285	0	0
OTU_71193	0	0
OTU_71122	0	0
OTU_33741	0	0
OTU_47832	0	0
OTU_96170	0	0
OTU_22223	0	0
OTU_54464	0	0
OTU_25587	0	0
OTU_16283	0	0
OTU_33186	0	0
OTU_33111	0	0
OTU_26669	0	0
OTU_65497	0	0
OTU_25709	0	0
OTU_74441	0	0
OTU_9573	0	0
OTU_28808	0	0
OTU_69395	0	0
OTU_75978	0	0
OTU_23483	0	0
OTU_66170	0	0
OTU_97767	0	0
OTU_32653	0	0
OTU_53234	0	0
OTU_42047	0	0
OTU_47009	0	0
OTU_18496	0	0
OTU_72687	0	0
OTU_17457	0	0
OTU_28810	0	0
OTU_79361	0	0
OTU_61486	0	0
OTU_15988	0	0
OTU_37073	0	0
OTU_38079	0	0
OTU_94588	0	0
OTU_27807	0	0
OTU_32873	0	0
OTU_69500	0	0
OTU_83255	0	0
OTU_43646	0	0
OTU_14599	0	0
OTU_23240	0	0
OTU_40521	0	0
OTU_65222	0	0
OTU_31846	0	0
OTU_38078	0	0
OTU_94910	0	0
OTU_51144	0	0
OTU_20371	0	0
OTU_93740	0	0
OTU_91920	0	0
OTU_54284	0	0
OTU_91147	0	0
OTU_29891	0	0
OTU_34186	0	0
OTU_18786	0	0
OTU_81744	0	0
OTU_33197	0	0
OTU_62706	0	0
OTU_24051	0	0
OTU_46212	0	0
OTU_61484	0	0
OTU_22834	0	0
OTU_20136	0	0
OTU_58021	0	0
OTU_31077	0	0
OTU_28275	0	0
OTU_11936	0	0
OTU_62354	0	0
OTU_90048	0	0
OTU_22540	0	0
OTU_10203	0	0
OTU_66169	0	0
OTU_83774	0	0
OTU_40818	0	0
OTU_27892	0	0
OTU_75266	0	0
OTU_24981	0	0
OTU_87575	0	0
OTU_25885	0	0
OTU_50156	0	0
OTU_6784	0	0
OTU_53505	0	0
OTU_42925	0	0
OTU_47292	0	0
OTU_86714	0	0
OTU_44841	0	0
OTU_36364	0	0
OTU_22554	0	0
OTU_41587	0	0
OTU_57281	0	0
OTU_9451	0	0
OTU_72685	0	0
OTU_35157	0	0
OTU_79353	0	0
OTU_46885	0	0
OTU_45201	0	0
OTU_22535	0	0
OTU_65224	0	0
OTU_41920	0	0
OTU_26915	0	0
OTU_57461	0	0
OTU_13860	0	0
OTU_61312	0	0
OTU_72390	0	0
OTU_38192	0	0
OTU_80702	0	0
OTU_23939	0	0
OTU_37114	0	0
OTU_75265	0	0
OTU_18558	0	0
OTU_80703	0	0
OTU_33826	0	0
OTU_31254	0	0
OTU_29797	0	0
OTU_60821	0	0
OTU_85330	0	0
OTU_75267	0	0
OTU_23024	0	0
OTU_23158	0	0
OTU_20606	0	0
OTU_92053	0	0
OTU_8887	0	0
OTU_49628	0	0
OTU_26156	0	0
OTU_68190	0	0
OTU_19541	0	0
OTU_57290	0	0
OTU_40585	0	0
OTU_19658	0	0
OTU_92146	0	0
OTU_9727	0	0
OTU_26775	0	0
OTU_47049	0	0
OTU_29174	0	0
OTU_56067	0	0
OTU_49292	0	0
OTU_53322	0	0
OTU_54277	0	0
OTU_35725	0	0
OTU_24487	0	0
OTU_72053	0	0
OTU_90503	0	0
OTU_67345	0	0
OTU_17195	0	0
OTU_12402	0	0
OTU_37117	0	0
OTU_62308	0	0
OTU_38077	0	0
OTU_70139	0	0
OTU_62707	0	0
OTU_40814	0	0
OTU_74264	0	0
OTU_65260	0	0
OTU_35722	0	0
OTU_56730	0	0
OTU_50152	0	0
OTU_13208	0	0
OTU_4186	0	0
OTU_23573	0	0
OTU_73119	0	0
OTU_92163	0	0
OTU_55024	0	0
OTU_94466	0	0
OTU_20781	0	0
OTU_23946	0	1
OTU_17681	0	0
OTU_90051	0	0
OTU_45200	0	0
OTU_70351	0	0
OTU_41425	0	0
OTU_42920	0	0
OTU_20767	0	0
OTU_23870	0	0
OTU_51155	0	0
OTU_17030	0	0
OTU_34811	0	0
OTU_58089	0	0
OTU_38211	0	0
OTU_17355	0	0
OTU_16542	0	0
OTU_21959	0	0
OTU_50151	0	0
OTU_36346	0	0
OTU_15506	0	0
OTU_85627	0	0
OTU_93363	0	0
OTU_64263	0	0
OTU_10425	0	0
OTU_70171	0	0
OTU_27610	0	0
OTU_61485	0	0
OTU_65490	0	0
OTU_27399	0	0
OTU_45215	0	0
OTU_32863	0	0
OTU_84569	0	0
OTU_25517	0	0
OTU_31228	0	0
OTU_66951	0	0
OTU_68453	0	0
OTU_19441	0	0
OTU_32804	0	0
OTU_84566	0	0
OTU_35720	0	0
OTU_33238	0	0
OTU_24558	0	0
OTU_47831	0	0
OTU_31115	0	0
OTU_72732	0	0
OTU_46867	0	0
OTU_97718	0	0
OTU_21026	0	0
OTU_55025	0	0
OTU_90523	0	0
OTU_77499	0	0
OTU_15241	0	0
OTU_93737	0	0
OTU_10506	0	0
OTU_11363	0	0
OTU_22298	0	0
OTU_23488	0	0
OTU_27287	0	0
OTU_28368	0	0
OTU_70528	0	0
OTU_53225	0	0
OTU_46257	0	0
OTU_29004	0	0
OTU_31140	0	0
OTU_31719	0	0
OTU_15946	0	0
OTU_65815	0	0
OTU_54276	0	0
OTU_74424	0	0
OTU_32298	0	0
OTU_60324	0	0
OTU_67230	0	0
OTU_77045	0	0
OTU_51162	0	0
OTU_55026	0	0
OTU_30942	0	0
OTU_24702	0	0
OTU_17203	0	0
OTU_94674	0	0
OTU_85621	0	0
OTU_81741	0	0
OTU_54278	0	0
OTU_43775	0	0
OTU_64264	0	0
OTU_46348	0	0
OTU_64423	0	0
OTU_51163	0	0
OTU_42921	0	0
OTU_50178	0	0
OTU_96153	0	0
OTU_12523	0	0
OTU_62160	0	0
OTU_49313	0	0
OTU_38092	0	0
OTU_41065	0	0
OTU_28559	0	0
OTU_74425	0	0
OTU_58078	0	0
OTU_37343	0	0
OTU_62159	0	0
OTU_48034	0	0
OTU_54279	0	0
OTU_66943	0	0
OTU_31573	0	0
OTU_22498	0	0
OTU_19616	0	0
OTU_21961	0	0
OTU_27351	0	0
OTU_68998	0	0
OTU_29800	0	0
OTU_26450	0	0
OTU_22374	0	0
OTU_77538	0	0
OTU_68456	0	0
OTU_86713	0	0
OTU_18740	0	0
OTU_84568	0	0
OTU_79359	0	0
OTU_18889	0	0
OTU_40557	0	0
OTU_16909	0	0
OTU_64426	0	0
OTU_23187	0	0
OTU_19871	0	0
OTU_29594	0	0
OTU_75445	0	0
OTU_15069	0	0
OTU_20309	0	0
OTU_53214	0	0
OTU_32347	0	0
OTU_32773	0	0
OTU_42325	0	0
OTU_46349	0	0
OTU_91136	0	0
OTU_32096	0	0
OTU_49836	0	0
OTU_80254	0	0
OTU_86724	0	0
OTU_94757	0	0
OTU_35419	0	0
OTU_40819	0	0
OTU_83022	0	0
OTU_60328	0	0
OTU_38082	0	0
OTU_25527	0	0
OTU_60811	0	0
OTU_23978	0	0
OTU_26981	0	0
OTU_22817	0	0
OTU_60330	0	0
OTU_97717	0	0
OTU_23785	0	0
OTU_54683	0	0
OTU_47298	0	0
OTU_40558	0	0
OTU_21504	0	0
OTU_31998	0	0
OTU_18539	0	0
OTU_73034	0	0
OTU_87570	0	0
OTU_38146	0	0
OTU_72050	0	0
OTU_55023	0	0
OTU_76497	0	0
OTU_24959	0	0
OTU_44662	0	0
OTU_90627	0	0
OTU_24962	0	0
OTU_80665	0	0
OTU_6714	0	0
OTU_20085	0	0
OTU_35854	0	0
OTU_74427	0	0
OTU_28259	0	0
OTU_20056	0	0
OTU_28121	0	0
OTU_5862	0	0
OTU_90507	0	0
OTU_97231	0	0
OTU_90572	0	0
OTU_65832	0	0
OTU_32790	0	0
OTU_34823	0	0
OTU_26332	0	0
OTU_47830	0	0
OTU_24285	0	0
OTU_67211	0	0
OTU_38237	0	0
OTU_21644	0	0
OTU_6554	0	0
OTU_59580	0	0
OTU_50155	0	0
OTU_73035	0	0
OTU_9062	0	0
OTU_38075	0	0
OTU_26922	0	0
OTU_65436	0	0
OTU_73036	0	0
OTU_20856	0	0
OTU_25039	0	0
OTU_40537	0	0
OTU_37108	0	0
OTU_54292	0	0
OTU_67218	0	0
OTU_40314	0	0
OTU_69006	0	0
OTU_21373	0	0
OTU_56735	0	0
OTU_14133	0	0
OTU_93564	0	0
OTU_23968	0	0
OTU_72057	0	0
OTU_93625	0	0
OTU_94797	0	0
OTU_50212	0	0
OTU_17473	0	0
OTU_22964	0	0
OTU_44921	0	0
OTU_48846	0	0
OTU_27644	0	0
OTU_25147	0	0
OTU_16024	0	0
OTU_16340	0	0
OTU_14998	0	0
OTU_54753	0	0
OTU_65435	0	0
OTU_64651	0	0
OTU_51165	0	0
OTU_15761	0	0
OTU_70191	0	0
OTU_18212	0	0
OTU_64100	0	0
OTU_54682	0	0
OTU_97707	0	0
OTU_40151	0	0
OTU_46351	0	0
OTU_54290	0	0
OTU_40135	0	0
OTU_41066	0	0
OTU_40555	0	0
OTU_24407	0	0
OTU_41196	0	0
OTU_13332	0	0
OTU_16222	0	0
OTU_23150	0	0
OTU_77536	0	0
OTU_36360	0	0
OTU_14321	0	0
OTU_44753	0	0
OTU_54293	0	0
OTU_76491	0	0
OTU_56732	0	0
OTU_84229	0	0
OTU_30421	0	0
OTU_33336	0	0
OTU_27023	0	0
OTU_77107	0	0
OTU_90506	0	0
OTU_25572	0	0
OTU_56734	0	0
OTU_60062	0	0
OTU_64428	0	0
OTU_78632	0	0
OTU_27087	0	0
OTU_27649	0	0
OTU_76490	0	0
OTU_29439	0	0
OTU_62725	0	0
OTU_19900	0	0
OTU_84570	0	0
OTU_24454	0	0
OTU_40554	0	0
OTU_29792	0	0
OTU_53224	0	0
OTU_27242	0	0
OTU_41067	0	0
OTU_40556	0	0
OTU_66944	0	0
OTU_23253	0	0
OTU_74429	0	0
OTU_17352	0	0
OTU_29892	0	0
OTU_51166	0	0
OTU_30218	0	0
OTU_87287	0	0
OTU_19589	0	0
OTU_77537	0	0
OTU_79740	0	0
OTU_47846	0	0
OTU_30534	0	0
OTU_70192	0	0
OTU_18504	0	0
OTU_40552	0	0
OTU_30963	0	0
OTU_65268	0	0
OTU_33699	0	0
OTU_74430	0	0
OTU_20969	0	0
OTU_93710	0	0
OTU_57162	0	0
OTU_22524	0	0
OTU_73037	0	0
OTU_20593	0	0
OTU_42688	0	0
OTU_94403	0	0
OTU_11079	0	0
OTU_76720	0	0
OTU_29555	0	0
OTU_62162	0	0
OTU_65267	0	0
OTU_21184	0	0
OTU_36361	0	0
OTU_94901	0	0
OTU_30488	0	0
OTU_85527	0	0
OTU_92046	0	0
OTU_17359	0	0
OTU_83474	0	0
OTU_69000	0	0
OTU_62722	0	0
OTU_77108	0	0
OTU_22482	0	0
OTU_77541	0	0
OTU_31964	0	0
OTU_92050	0	0
OTU_19642	0	0
OTU_19708	0	0
OTU_43110	0	0
OTU_65437	0	0
OTU_38125	0	0
OTU_26609	0	0
OTU_18684	0	0
OTU_81723	0	0
OTU_55452	0	0
OTU_57161	0	0
OTU_75839	0	0
OTU_54684	0	0
OTU_75569	0	0
OTU_61447	0	0
OTU_57440	0	0
OTU_30761	0	0
OTU_23066	0	0
OTU_83475	0	0
OTU_16743	0	0
OTU_26840	0	0
OTU_91869	0	0
OTU_51970	0	0
OTU_33326	0	0
OTU_96932	0	0
OTU_76484	0	0
OTU_45230	0	0
OTU_18260	0	0
OTU_11543	0	0
OTU_27729	0	0
OTU_56348	0	0
OTU_22377	0	0
OTU_91879	0	0
OTU_70544	0	0
OTU_47877	0	0
OTU_30964	0	0
OTU_24361	0	0
OTU_72735	0	0
OTU_26594	0	0
OTU_91870	0	0
OTU_53218	0	0
OTU_62414	0	0
OTU_60709	0	0
OTU_20108	0	0
OTU_79667	0	0
OTU_40547	0	0
OTU_19174	0	0
OTU_68952	0	0
OTU_64463	0	0
OTU_33104	0	0
OTU_27642	0	0
OTU_27424	0	0
OTU_97237	0	0
OTU_31330	0	0
OTU_22525	0	0
OTU_44264	0	0
OTU_78822	0	0
OTU_62534	0	0
OTU_53210	0	0
OTU_80963	0	0
OTU_93712	0	0
OTU_14756	0	0
OTU_33338	0	0
OTU_20268	0	0
OTU_37110	0	0
OTU_29787	0	0
OTU_42684	0	0
OTU_8950	0	0
OTU_21678	0	0
OTU_35422	0	0
OTU_55457	0	0
OTU_66226	0	0
OTU_25875	0	0
OTU_42101	0	0
OTU_58077	0	0
OTU_12169	0	0
OTU_82879	0	0
OTU_31612	0	0
OTU_69279	0	0
OTU_85073	0	0
OTU_16726	0	0
OTU_77535	0	0
OTU_17462	0	0
OTU_61448	0	0
OTU_40154	0	0
OTU_33060	0	0
OTU_90041	0	0
OTU_51109	0	0
OTU_42683	0	0
OTU_33871	0	0
OTU_53292	0	0
OTU_54693	0	0
OTU_77619	0	0
OTU_40820	0	0
OTU_18485	0	0
OTU_40551	0	0
OTU_11446	0	0
OTU_85619	0	0
OTU_14775	0	0
OTU_35428	0	0
OTU_23652	0	0
OTU_83476	0	0
OTU_15249	0	0
OTU_37628	0	0
OTU_18289	0	0
OTU_69270	0	0
OTU_74631	0	0
OTU_66225	0	0
OTU_32314	0	0
OTU_65432	0	0
OTU_60839	0	0
OTU_19277	0	0
OTU_31932	0	0
OTU_21766	0	0
OTU_46869	0	0
OTU_21720	0	0
OTU_79743	0	0
OTU_33433	0	0
OTU_27243	0	0
OTU_72032	0	0
OTU_36329	0	0
OTU_28391	0	0
OTU_53211	0	0
OTU_42678	0	0
OTU_29998	0	0
OTU_30139	0	0
OTU_75156	0	0
OTU_69001	0	0
OTU_18814	0	0
OTU_64429	0	0
OTU_26216	0	0
OTU_27853	0	0
OTU_87282	0	0
OTU_85767	0	0
OTU_74966	0	0
OTU_26324	0	0
OTU_27859	0	0
OTU_65270	0	0
OTU_85618	0	0
OTU_96956	0	0
OTU_83473	0	0
OTU_75969	0	0
OTU_18489	0	0
OTU_80370	0	0
OTU_93976	0	0
OTU_70174	0	0
OTU_29817	0	0
OTU_38113	0	0
OTU_66930	0	0
OTU_76494	0	0
OTU_70352	0	0
OTU_79121	0	0
OTU_25188	0	0
OTU_43689	0	0
OTU_8924	0	0
OTU_51398	0	0
OTU_57287	0	0
OTU_64197	0	0
OTU_91139	0	0
OTU_13285	0	0
OTU_31138	0	0
OTU_92806	0	0
OTU_17920	0	0
OTU_62135	0	0
OTU_38100	0	0
OTU_81234	0	0
OTU_18182	0	0
OTU_31899	0	0
OTU_28390	0	0
OTU_22852	0	0
OTU_45228	0	0
OTU_81724	0	0
OTU_49914	0	0
OTU_23559	0	0
OTU_33193	0	0
OTU_46340	0	0
OTU_21997	0	0
OTU_87548	0	0
OTU_61455	0	0
OTU_76495	0	0
OTU_79119	0	0
OTU_8240	0	0
OTU_80369	0	0
OTU_28047	0	0
OTU_90549	0	0
OTU_64234	0	0
OTU_49309	0	0
OTU_17852	0	0
OTU_20885	0	0
OTU_93713	0	0
OTU_40822	0	0
OTU_29029	0	0
OTU_85539	0	0
OTU_72968	0	0
OTU_20752	0	0
OTU_90550	0	0
OTU_85069	0	0
OTU_22611	0	0
OTU_50180	0	0
OTU_17560	0	0
OTU_72033	0	0
OTU_77549	0	0
OTU_34011	0	0
OTU_37934	0	0
OTU_54262	0	0
OTU_91930	0	0
OTU_46871	0	0
OTU_60376	0	0
OTU_28401	0	0
OTU_67215	0	0
OTU_31139	0	0
OTU_4492	0	0
OTU_65439	0	0
OTU_49839	0	0
OTU_49840	0	0
OTU_54691	0	0
OTU_8327	0	0
OTU_70175	0	0
OTU_25003	0	0
OTU_15399	0	0
OTU_62628	0	0
OTU_72848	0	0
OTU_72698	0	0
OTU_22514	0	0
OTU_45227	0	0
OTU_29868	0	0
OTU_17828	0	0
OTU_37347	0	0
OTU_64192	0	0
OTU_37725	0	0
OTU_77241	0	0
OTU_72035	0	0
OTU_75256	0	0
OTU_52472	0	0
OTU_5605	0	0
OTU_45225	0	0
OTU_31494	0	0
OTU_54711	0	0
OTU_20298	0	0
OTU_17818	0	0
OTU_29115	0	0
OTU_80028	0	0
OTU_41597	0	0
OTU_94897	0	0
OTU_61457	0	0
OTU_27072	0	0
OTU_60893	0	0
OTU_55445	1	0
OTU_20351	0	0
OTU_17608	0	0
OTU_6265	0	0
OTU_27028	0	0
OTU_93711	0	0
OTU_37004	0	0
OTU_22685	0	0
OTU_86538	0	0
OTU_54821	0	0
OTU_17650	0	0
OTU_38102	0	0
OTU_54265	0	0
OTU_50093	0	0
OTU_35716	0	0
OTU_8914	0	0
OTU_78818	0	0
OTU_91565	0	0
OTU_78819	0	0
OTU_78821	0	0
OTU_86539	0	0
OTU_56756	0	0
OTU_94895	0	0
OTU_36328	0	0
OTU_85075	0	0
OTU_74554	0	0
OTU_70536	0	0
OTU_54930	0	0
OTU_93715	0	0
OTU_85491	0	0
OTU_62134	0	0
OTU_28421	0	0
OTU_83831	0	0
OTU_96598	0	0
OTU_85252	0	0
OTU_38122	0	0
OTU_66953	0	0
OTU_32744	0	0
OTU_40836	0	0
OTU_32893	0	0
OTU_91872	0	0
OTU_65258	0	0
OTU_82278	0	0
OTU_78823	0	0
OTU_31888	0	0
OTU_49562	0	0
OTU_51122	0	0
OTU_41189	0	0
OTU_33021	0	0
OTU_18160	0	0
OTU_85541	0	0
OTU_42963	0	0
OTU_80901	0	0
OTU_66218	0	0
OTU_26743	0	0
OTU_22929	0	0
OTU_55450	0	0
OTU_57288	0	0
OTU_55451	0	0
OTU_22407	0	0
OTU_45226	0	0
OTU_94893	0	0
OTU_70970	0	0
OTU_35715	0	0
OTU_19512	0	0
OTU_86545	0	0
OTU_25849	0	0
OTU_35714	0	0
OTU_80913	0	0
OTU_66955	0	0
OTU_31425	0	0
OTU_84572	0	0
OTU_40518	0	0
OTU_17874	0	0
OTU_40834	0	0
OTU_24518	0	0
OTU_31132	0	0
OTU_56736	0	0
OTU_91874	0	0
OTU_28913	0	0
OTU_93577	0	0
OTU_85493	0	0
OTU_41152	0	0
OTU_62282	0	0
OTU_91873	0	0
OTU_38069	0	0
OTU_13516	0	0
OTU_20820	0	0
OTU_85610	0	0
OTU_66948	0	0
OTU_34833	0	0
OTU_41190	0	0
OTU_26511	0	0
OTU_49270	0	0
OTU_70971	0	0
OTU_28702	0	0
OTU_18231	0	0
OTU_25681	0	0
OTU_76601	0	0
OTU_22628	0	0
OTU_83203	0	0
OTU_85489	0	0
OTU_54946	0	0
OTU_50163	0	0
OTU_60368	0	0
OTU_21977	0	0
OTU_85490	0	0
OTU_72697	0	0
OTU_87826	0	0
OTU_22581	0	0
OTU_33690	0	0
OTU_79691	0	0
OTU_69689	0	0
OTU_75421	0	0
OTU_64275	0	0
OTU_34419	0	0
OTU_28138	0	0
OTU_41212	0	0
OTU_46870	0	0
OTU_64433	0	0
OTU_31490	0	0
OTU_65509	0	0
OTU_54675	0	0
OTU_51107	0	0
OTU_19793	0	0
OTU_67740	0	0
OTU_25319	0	0
OTU_50162	0	0
OTU_59514	0	0
OTU_29811	0	0
OTU_25192	0	0
OTU_96613	0	0
OTU_19940	0	0
OTU_12884	0	0
OTU_20530	0	0
OTU_96068	0	0
OTU_49688	0	0
OTU_66224	0	0
OTU_16883	0	0
OTU_73030	0	0
OTU_46865	0	0
OTU_76492	0	0
OTU_25187	0	0
OTU_75917	0	0
OTU_16736	0	0
OTU_70537	0	0
OTU_29406	0	0
OTU_27354	0	0
OTU_49842	0	0
OTU_78802	0	0
OTU_49003	0	0
OTU_19111	0	0
OTU_80967	0	0
OTU_63774	0	0
OTU_54932	0	0
OTU_27565	0	0
OTU_52511	0	0
OTU_31565	0	0
OTU_25656	0	0
OTU_27395	0	0
OTU_26808	0	0
OTU_94762	0	0
OTU_62622	0	0
OTU_74961	0	0
OTU_42958	0	0
OTU_73032	0	0
OTU_78501	0	0
OTU_27710	0	0
OTU_92112	0	0
OTU_64436	0	0
OTU_31983	0	0
OTU_85611	0	0
OTU_94763	0	0
OTU_56749	0	0
OTU_72047	0	0
OTU_24292	0	0
OTU_42957	0	0
OTU_24220	0	0
OTU_45786	0	0
OTU_93714	0	0
OTU_32419	0	0
OTU_35429	0	0
OTU_60813	0	0
OTU_26035	0	0
OTU_14886	0	0
OTU_86861	0	0
OTU_54264	0	0
OTU_70539	0	0
OTU_77113	0	0
OTU_34053	0	0
OTU_40826	0	0
OTU_25972	0	0
OTU_54933	0	0
OTU_29920	0	0
OTU_90052	0	0
OTU_92710	0	0
OTU_28571	0	0
OTU_54947	0	0
OTU_40535	0	0
OTU_65323	0	0
OTU_24862	0	0
OTU_25512	0	0
OTU_60365	0	0
OTU_87580	0	0
OTU_25905	0	0
OTU_85538	0	0
OTU_64273	0	0
OTU_73033	0	0
OTU_40217	0	0
OTU_94765	0	0
OTU_24864	0	0
OTU_94810	0	0
OTU_32867	0	0
OTU_73078	0	0
OTU_44099	0	0
OTU_53197	0	0
OTU_45549	0	0
OTU_85160	0	0
OTU_71023	0	0
OTU_43197	0	0
OTU_93576	0	0
OTU_25005	0	1
OTU_91131	0	0
OTU_75259	0	0
OTU_61602	0	0
OTU_93717	0	0
OTU_18490	0	0
OTU_47073	0	0
OTU_77556	0	0
OTU_35432	0	0
OTU_77227	0	0
OTU_66911	0	0
OTU_35397	0	0
OTU_28012	0	0
OTU_60382	0	0
OTU_93408	0	0
OTU_65269	0	0
OTU_21540	0	0
OTU_79732	0	0
OTU_71126	0	0
OTU_54266	0	0
OTU_15943	0	0
OTU_29870	0	0
OTU_57182	0	0
OTU_97706	0	0
OTU_54939	0	0
OTU_31945	0	0
OTU_64271	0	0
OTU_80355	0	0
OTU_53200	0	0
OTU_20785	0	0
OTU_42959	0	0
OTU_65819	0	0
OTU_93709	0	0
OTU_16604	0	0
OTU_83478	0	0
OTU_54697	0	0
OTU_17156	0	0
OTU_80854	0	0
OTU_38104	0	0
OTU_91897	0	0
OTU_15879	0	0
OTU_96930	0	0
OTU_73130	0	0
OTU_26509	0	0
OTU_79729	0	0
OTU_41582	0	0
OTU_80851	0	0
OTU_60090	0	0
OTU_47162	0	0
OTU_76458	0	0
OTU_75828	0	0
OTU_43531	0	0
OTU_85612	0	0
OTU_53227	0	0
OTU_54289	0	0
OTU_41581	0	0
OTU_33453	0	0
OTU_22447	0	0
OTU_47074	0	0
OTU_57185	0	0
OTU_61445	0	0
OTU_26876	0	0
OTU_27448	0	0
OTU_51112	0	0
OTU_43466	0	0
OTU_24865	0	0
OTU_42946	0	0
OTU_50167	0	0
OTU_57266	0	0
OTU_87579	0	0
OTU_90021	0	0
OTU_94657	0	0
OTU_29124	0	0
OTU_53436	0	0
OTU_53228	0	0
OTU_57184	0	0
OTU_65236	0	0
OTU_30531	0	0
OTU_57183	0	0
OTU_34283	0	0
OTU_49926	0	0
OTU_56744	0	0
OTU_26515	0	0
OTU_50166	0	0
OTU_87581	0	0
OTU_24311	0	0
OTU_41580	0	0
OTU_55446	0	0
OTU_23077	0	0
OTU_72722	0	0
OTU_48559	0	0
OTU_12613	0	0
OTU_71125	0	0
OTU_95617	0	0
OTU_85492	0	0
OTU_96699	0	0
OTU_81735	0	0
OTU_28110	0	0
OTU_83480	0	0
OTU_91707	0	0
OTU_15210	0	0
OTU_47209	0	0
OTU_85521	0	0
OTU_51106	0	0
OTU_41199	0	0
OTU_57998	0	0
OTU_62423	0	0
OTU_63517	0	0
OTU_83479	0	0
OTU_29167	0	0
OTU_40523	0	0
OTU_66916	0	0
OTU_47044	0	0
OTU_64267	0	0
OTU_15379	0	0
OTU_47837	0	0
OTU_50164	0	0
OTU_81734	0	0
OTU_32973	0	0
OTU_74629	0	0
OTU_23912	0	0
OTU_71121	0	0
OTU_66195	0	0
OTU_36358	0	0
OTU_88240	0	0
OTU_24839	0	0
OTU_18795	0	0
OTU_67192	0	0
OTU_23318	0	0
OTU_31331	0	0
OTU_25198	0	0
OTU_21587	0	0
OTU_38109	0	0
OTU_65220	0	0
OTU_31233	0	0
OTU_7508	0	0
OTU_58208	0	0
OTU_37124	0	0
OTU_54268	0	0
OTU_28255	0	0
OTU_9772	0	0
OTU_65502	0	0
OTU_54267	0	0
OTU_16776	0	0
OTU_86543	0	0
OTU_36357	0	0
OTU_66923	0	0
OTU_64443	0	0
OTU_79190	0	0
OTU_15867	0	0
OTU_68981	0	0
OTU_54936	0	0
OTU_18191	0	0
OTU_45306	0	0
OTU_52473	0	0
OTU_68181	0	0
OTU_15165	0	0
OTU_70963	0	0
OTU_94904	0	0
OTU_92676	0	0
OTU_19073	0	0
OTU_67383	0	0
OTU_48700	0	0
OTU_60366	0	0
OTU_70173	0	0
OTU_85530	0	0
OTU_68978	0	0
OTU_65818	0	0
OTU_40832	0	0
OTU_35771	0	0
OTU_79731	0	0
OTU_58002	0	0
OTU_18432	0	0
OTU_58467	0	0
OTU_36359	0	0
OTU_74630	0	0
OTU_40527	0	0
OTU_21821	0	0
OTU_59635	0	0
OTU_46224	0	0
OTU_65218	0	0
OTU_78804	0	0
OTU_27374	0	0
OTU_86721	0	0
OTU_8303	0	0
OTU_13495	0	0
OTU_42134	0	0
OTU_49206	0	0
OTU_55454	0	0
OTU_86720	0	0
OTU_55455	0	0
OTU_30732	0	0
OTU_61446	0	0
OTU_94755	0	0
OTU_47827	0	0
OTU_54640	0	0
OTU_53226	0	0
OTU_32589	0	0
OTU_67193	0	0
OTU_26485	0	0
OTU_41592	0	0
OTU_31682	0	0
OTU_75535	0	0
OTU_58013	0	0
OTU_40526	0	0
OTU_60371	0	0
OTU_70552	0	0
OTU_64223	0	0
OTU_54818	0	0
OTU_42944	0	0
OTU_53231	0	0
OTU_51105	0	0
OTU_60850	0	0
OTU_40815	0	0
OTU_91143	0	0
OTU_29875	0	0
OTU_62640	0	0
OTU_85239	0	0
OTU_74558	0	0
OTU_85384	0	0
OTU_9185	0	0
OTU_96954	0	0
OTU_58010	0	0
OTU_72843	0	0
OTU_85496	0	0
OTU_66914	0	0
OTU_22250	0	0
OTU_26937	0	0
OTU_17951	0	0
OTU_23443	0	0
OTU_49706	0	0
OTU_56740	0	0
OTU_29758	0	0
OTU_46228	0	0
OTU_71075	0	0
OTU_51104	0	0
OTU_80974	0	0
OTU_34512	0	0
OTU_80356	0	0
OTU_30722	0	0
OTU_29418	0	0
OTU_10056	0	0
OTU_40816	0	0
OTU_60853	0	0
OTU_72708	0	0
OTU_36332	0	0
OTU_47104	0	0
OTU_93718	0	0
OTU_75322	0	0
OTU_77548	0	0
OTU_65153	0	0
OTU_40831	0	0
OTU_51154	0	0
OTU_77277	0	0
OTU_76524	0	0
OTU_37226	0	0
OTU_72705	0	0
OTU_36323	0	0
OTU_72036	0	0
OTU_97739	0	0
OTU_49755	0	0
OTU_22858	0	0
OTU_60961	0	0
OTU_80750	0	0
OTU_22098	0	0
OTU_24224	0	0
OTU_64222	0	0
OTU_87294	0	0
OTU_38105	0	0
OTU_60370	0	0
OTU_94756	0	0
OTU_31826	0	0
OTU_67194	0	0
OTU_95941	0	0
OTU_44117	0	0
OTU_32815	0	0
OTU_70526	0	0
OTU_40200	0	0
OTU_94898	0	0
OTU_57165	0	0
OTU_97733	0	0
OTU_19090	0	0
OTU_54937	0	0
OTU_57168	0	0
OTU_73804	0	0
OTU_36676	0	0
OTU_21573	0	0
OTU_78805	0	0
OTU_22896	0	0
